IslandID,Island Size,Terrain Type,Vegetation Type,Distance from Mainland,Avg Temperature,Avg Humidity,Flora and Fauna Changes,Growth Patterns,Unexplain Sounds Count,Visual Anomalies,pH Change,Type
1637,63.18262766024269,Mountainous,Mixed Forests,466.5966632570734,6.907560378291484,65.29733275045598,Decreasing,Abnormal,Moderate,,-0.2137909470025729,Mothman
1030,197.0139472831642,Mountainous,Coniferous Forests,221.56904226862395,4.866673254792319,69.63534039301217,,Abnormal,None,Occasional,,Sasquatch
177,,Mountainous,Tundra Vegetation,464.2281417304064,10.516610910624264,49.91054433331392,Increasing,Normal,None,,0.0660494313468852,Sasquatch
892,320.49801129953926,Plains,Mixed Forests,,15.127833359022958,61.29473774831972,Increasing,,Moderate,None,0.1605306378081555,Sasquatch
1067,170.45822523571553,Forested,Coniferous Forests,233.2503918498184,15.647814361472772,72.9406394221045,Decreasing,Abnormal,High,Occasional,-0.2732722314445766,Wendigo
86,49.65638791338365,Mountainous,Coniferous Forests,74.3366869698579,23.81360116977364,69.56191184077686,Decreasing,Normal,Low,Frequent,-0.4272019913961354,Mothman
1298,34.033266489329385,Forested,Mixed Forests,289.19861861375443,15.324966532827933,77.55525884945494,No Effect,Normal,Moderate,Frequent,-0.2485035045869152,Banshee
1648,343.5094040285007,Plains,,,20.01436762404511,68.03031591359104,,Abnormal,None,None,0.0108863143135917,Sasquatch
457,237.15869729705096,Plains,Grasslands,291.5679626526823,17.43793684152023,51.92393287637064,Decreasing,Abnormal,High,Frequent,0.1868052236899102,Thunderbird
54,45.763398977800165,Forested,,162.92836101873368,6.387385330583448,64.46545285748537,No Effect,Abnormal,Low,Occasional,-0.6400312650116957,Jersey Devil
1303,51.68560930349776,Plains,Grasslands,203.57689445214737,15.553761926572184,68.85268413384404,,Normal,High,Frequent,-0.3144700298190618,Mothman
221,313.853542200048,Plains,Mixed Forests,628.1529068667023,10.028983672846923,,,Normal,None,Occasional,0.7020005985899391,Thunderbird
113,297.6536926019413,Plains,Cultivated Land,231.87518981258177,17.173491781930995,49.70712932961298,No Effect,Normal,None,Occasional,0.0389051862476751,Sasquatch
1233,30.03630955112672,Urban settlements,Mixed Forests,441.2926936982979,10.41569735605571,64.53985583302408,,Abnormal,None,Frequent,-0.3603007451401803,Mothman
1074,121.17848346880582,Desert,Desert Vegetation,483.6362437810815,45.69914535696941,13.50880789962023,Decreasing,,High,None,0.0516309775491267,Chupacabra
1198,236.5958754165879,Tundra,Tundra Vegetation,257.8588099613223,6.335375362973688,,Decreasing,Normal,Moderate,,-0.8995204565199624,Wendigo
174,301.3215655963194,Mountainous,Coniferous Forests,163.65956493804504,-8.578814669714442,72.20912508074082,Increasing,Normal,Moderate,None,0.1846658823547093,Sasquatch
983,36.095844419814966,Mountainous,Coniferous Forests,,7.304676704961936,34.404245791698315,No Effect,Normal,High,Occasional,-0.12874621197309,Banshee
1355,,Coastal,Deciduous Forests,228.3036176223565,22.01053726597094,82.02313908273044,Decreasing,Abnormal,,None,-0.0675861952393719,Mothman
18,68.80372464825312,Plains,,125.07629921058448,13.69535724076722,50.16821163674555,Decreasing,Normal,Moderate,Occasional,-0.5388104138629158,Mothman
423,314.67901056998323,Forested,Coniferous Forests,589.0443042474302,6.056300377041998,60.23080424318189,Increasing,Abnormal,Moderate,Occasional,0.0318938705378854,Sasquatch
1617,,,Desert Vegetation,,32.66037800983819,51.26878861019908,Decreasing,,Low,Occasional,0.2229427820646479,Chupacabra
285,36.174793120053096,Swamp,Mangroves,293.7321176315955,25.83222084999012,77.27412656980424,Decreasing,Abnormal,Low,None,-0.4972027246713024,Jersey Devil
1378,256.07961389107504,Coastal,Grasslands,186.4310138587668,8.898321537374821,54.83004560569723,No Effect,Normal,Moderate,Occasional,0.4046596077633157,Thunderbird
428,316.1060101522186,Forested,Deciduous Forests,229.145977724159,12.627328589739612,71.60331396663214,,Normal,High,Occasional,,Ropen
1480,87.69827569481544,,Grasslands,390.2639630213656,10.046546673288429,55.96029880639066,Increasing,Normal,Moderate,Frequent,0.2397723048555679,Thunderbird
1596,250.16602060302677,Forested,,523.7492280350789,17.5326930299728,85.56717852614807,No Effect,Abnormal,Low,Frequent,0.0419579094199804,Sasquatch
31,35.39432916684386,,Mangroves,197.91796588105305,8.084407117424004,87.77325312629438,No Effect,Abnormal,Moderate,Occasional,-0.4741030043844754,Jersey Devil
1347,34.60251478712809,Forested,Deciduous Forests,352.538075648903,8.214184044338385,76.14729104559476,Decreasing,Normal,None,Frequent,-0.2669506493627882,Jersey Devil
771,49.352917458697135,,Mixed Forests,,21.020144050185905,82.1515660322062,No Effect,Normal,Moderate,,-0.3470260734194443,Jersey Devil
214,35.152379905462865,Forested,Deciduous Forests,105.09965189568184,17.482095571453666,74.84018910932208,Decreasing,Normal,Moderate,Frequent,,Banshee
1539,259.70701097388564,,Grasslands,,20.65652671670883,67.25032845031878,Increasing,Normal,Moderate,Occasional,-0.0304976138048586,Yeti
326,171.77235672924684,Desert,Desert Vegetation,634.3579037404121,,26.38081752580785,No Effect,Abnormal,Moderate,Frequent,0.1096568224062291,Chupacabra
560,341.09307524303426,Coastal,Mangroves,342.22603943084243,24.426713537016184,73.05652438810327,Increasing,Normal,Moderate,,0.2279807988252714,Thunderbird
937,58.1638751483318,Urban settlements,,197.2924876945821,25.67601197772428,56.64425223317826,No Effect,Normal,Low,Frequent,-0.2230934708042624,Mothman
1728,175.33811919645595,Desert,Cultivated Land,347.0321574763668,,52.79420151423243,Decreasing,Normal,Low,Occasional,0.1752235424715001,Chupacabra
1040,40.77214391212004,Coastal,Grasslands,81.23466537040525,13.522826229841431,78.68383276047237,No Effect,Normal,Low,None,-0.3668070848583782,Mothman
341,,Plains,Mixed Forests,109.2920579936915,12.938569163378792,66.1500168904073,Increasing,Normal,Low,Frequent,-0.1124332280176979,Mothman
147,68.1139501730271,Coastal,Mangroves,128.13948330502257,33.593351008341536,89.11192706246072,Decreasing,Normal,High,Frequent,-0.1257687203952713,Mothman
360,,Forested,Deciduous Forests,309.0840532413706,19.314816482145616,71.2923713041647,,Normal,Moderate,,-0.5521127377855697,Jersey Devil
83,40.838318832267845,Urban settlements,Cultivated Land,591.7225150145945,36.3528707830449,55.10560069529811,No Effect,,Moderate,None,,Mothman
48,317.24306916095543,Desert,Desert Vegetation,389.0969564128392,41.2313010914152,40.20769247728271,Decreasing,Abnormal,Low,None,0.1022841719094088,Chupacabra
468,185.6958570535662,Mountainous,,233.5997692549227,15.80164445478361,64.70333672498741,Increasing,Normal,Moderate,Frequent,,Yeti
155,41.99955109895974,Forested,Mixed Forests,359.02613176542525,13.268422601692263,72.81313539847781,No Effect,Normal,High,None,,Mothman
1050,172.15378526599054,,Mangroves,105.99026989366736,24.841283251636987,86.25692470484216,Decreasing,Abnormal,Moderate,Occasional,-0.1976612418293828,Wendigo
1214,226.63838913323488,Mountainous,Mixed Forests,247.0672973636352,4.094394882773369,65.23742092985401,Decreasing,Normal,None,Frequent,-0.0833646026359109,Yeti
1052,,Mountainous,Mixed Forests,275.6944826324024,17.706057272103713,78.74229212371775,,Normal,Low,Occasional,-0.0933758304272557,Yeti
1420,317.2233863274461,Forested,Deciduous Forests,326.23164850794774,11.917836985831158,82.16643234376153,No Effect,Normal,Moderate,Occasional,0.0986813717458365,Sasquatch
500,56.948260762445166,Urban settlements,Cultivated Land,589.4736510243492,14.457489668823,45.16114088758008,No Effect,Normal,None,Frequent,-0.347298271604023,Mothman
179,64.04180303589337,Coastal,Cultivated Land,278.268512378228,30.36810965505173,82.52549766838985,Increasing,Normal,Moderate,Frequent,-0.5582338853325648,Mothman
838,338.10345612726303,Mountainous,Tundra Vegetation,447.2936086447892,16.748407421740687,54.927064943522375,,Normal,Moderate,Occasional,,Sasquatch
609,48.81510576617323,Forested,,582.3126569916437,16.47171508699817,75.53776975581604,No Effect,Abnormal,Low,Occasional,,Jersey Devil
1527,153.06063292645402,Desert,Desert Vegetation,224.63497082780668,9.670622899078095,14.128404939216765,No Effect,Normal,,Occasional,0.078126541732853,Chupacabra
528,85.20428617036758,,Cultivated Land,379.92140896634766,,41.6571299804218,Decreasing,Normal,None,,0.1006217193437795,Chupacabra
346,30.51812461287661,Plains,Grasslands,,12.66752471353842,65.2799525179991,No Effect,Normal,Moderate,Frequent,-0.0744838701863493,Banshee
1201,262.94448931892805,Forested,Coniferous Forests,627.5498457505947,-0.8286099872977797,77.47748776591796,No Effect,Abnormal,Low,None,0.1274483585283741,Sasquatch
1702,137.35914393351223,Desert,Grasslands,225.00536106676356,19.197566320652307,25.28974536895653,No Effect,Abnormal,Moderate,Occasional,0.0937980068928642,Chupacabra
1319,185.1756812325495,Mountainous,Tundra Vegetation,217.9480811725309,,76.01349788084478,Decreasing,Normal,Low,Occasional,0.1925466161935951,Ropen
1178,428.9726735701449,Forested,Coniferous Forests,,4.473789936952587,59.73453835473275,Decreasing,Abnormal,None,Occasional,0.183995059486712,Chupacabra
1089,297.38099232866807,,Coniferous Forests,,6.180157058946149,64.57963776286888,Increasing,Normal,Moderate,Occasional,0.0697104979209181,Thunderbird
842,221.4798830409701,Mountainous,,435.8533680164463,0.9207724512606914,58.120541121656224,No Effect,Normal,None,None,0.0184471101215439,Yeti
243,135.39925525927217,Desert,Grasslands,,23.047584915332685,18.611633999104523,Decreasing,Abnormal,,Occasional,,Chupacabra
1255,164.2305568922864,Mountainous,Grasslands,568.9351785328304,,58.87983148955972,,Normal,None,Occasional,-0.6608659967744909,Wendigo
1358,228.58191667494276,Desert,Grasslands,190.3451151483181,20.206501006377135,50.40834167639042,No Effect,,Low,None,0.0641000954147339,Chupacabra
312,96.67965481546356,Tundra,Tundra Vegetation,498.7183744494615,3.0046399077728743,,No Effect,Normal,,Frequent,-0.5292238475410593,Wendigo
435,234.29287727992195,Forested,Coniferous Forests,,10.485839843700788,80.84606543902245,No Effect,Normal,Low,None,-0.9341155360049672,Wendigo
1647,,Mountainous,,,10.897680214611398,,,Normal,Moderate,None,0.0546392265018504,Yeti
1208,134.68196280595697,Plains,Grasslands,378.5997181583924,17.524259276418846,52.201955241165294,Decreasing,Abnormal,None,Frequent,,Chupacabra
308,74.64973819794034,Desert,Grasslands,302.3315836978301,22.087795303508123,29.552610106552088,Decreasing,Normal,None,Occasional,0.1117195447415699,Chupacabra
430,33.48286972748923,,Mixed Forests,514.5542830730362,14.66512049993806,63.83903705889775,Decreasing,Normal,High,Frequent,0.1107542876564703,Banshee
370,51.14225476382575,Mountainous,Grasslands,72.17352684890139,,54.01903219072994,No Effect,Normal,High,Frequent,-0.1368743080457025,Mothman
566,30.525003950533197,Forested,Deciduous Forests,335.7724305581255,10.862650539497588,63.7748725226149,Decreasing,Normal,High,Frequent,-0.0826721398409742,Banshee
1157,27.251040599694992,Forested,Coniferous Forests,,9.133776727559468,,Decreasing,Normal,High,Frequent,-0.0416080096985682,Banshee
181,261.2041183896173,Forested,,328.15259405769314,21.253960380066093,75.74781776144499,Decreasing,Normal,Moderate,,0.1280875817858673,Ropen
1541,30.59031679350124,Urban settlements,Deciduous Forests,179.36674357753623,31.352503582992583,81.20615828668704,,Abnormal,Moderate,Occasional,,Banshee
637,44.38634181267065,,Deciduous Forests,179.0564203361856,18.73675644541241,83.4911658545173,No Effect,Normal,None,Occasional,-0.2207761111181273,Jersey Devil
916,325.7460035138694,Forested,Deciduous Forests,415.4803995394974,13.53044225320976,82.76163173333683,No Effect,Normal,High,None,0.1596999194097825,Sasquatch
1704,269.1399333624086,,Coniferous Forests,,3.5933185009089232,83.14454243582352,,Abnormal,None,Occasional,,Sasquatch
1598,147.79600606193304,Mountainous,Mixed Forests,479.6672923011593,3.592812453863886,55.2529870881116,No Effect,Abnormal,Moderate,Frequent,-0.0230948879508771,Wendigo
296,129.7018523515409,Swamp,Mixed Forests,507.90028590092703,,83.64014250432591,,Normal,,,,Wendigo
704,184.7949103874105,Mountainous,Grasslands,655.2385848966454,,64.22010869451137,,Normal,High,None,,Yeti
461,216.6743797828703,Mountainous,Coniferous Forests,215.0806930290018,-1.6912254283736194,83.20218355855692,Increasing,Normal,Low,Occasional,,Ropen
1133,115.99487075816316,Coastal,Mangroves,256.23575934400645,12.45327795756559,87.13034773122124,No Effect,Normal,High,Frequent,,Thunderbird
925,30.26498427784834,,Grasslands,516.9997640496131,13.981755311702578,68.2922758322278,No Effect,,Moderate,Occasional,,Banshee
377,165.22450780774503,Forested,Mixed Forests,345.27468174278835,11.038728745177936,64.65266782243138,Decreasing,Abnormal,Moderate,None,0.0280631823095769,Yeti
1708,123.78473150818076,Desert,Desert Vegetation,467.6486710240344,11.448328555609786,16.52050182077819,Decreasing,Normal,None,Occasional,,Chupacabra
1618,130.79083487548226,Desert,Grasslands,50.58089772199792,13.623831685606032,44.19341427977971,Decreasing,Normal,Moderate,None,0.0852164879168144,Chupacabra
126,332.6061840453935,Mountainous,Mixed Forests,280.63899402147064,,77.28108038428631,Increasing,Normal,None,None,0.0950518780343301,Sasquatch
968,312.48821893721185,Mountainous,Coniferous Forests,,9.792860738274758,70.01158697661104,No Effect,Normal,Low,Occasional,0.0505977160634894,Sasquatch
650,266.62117092855,,Mixed Forests,493.9822847323864,19.92232990186749,72.30183079488528,No Effect,Normal,Moderate,Occasional,,Yeti
355,182.18741353661568,Plains,Grasslands,251.44439844649972,27.300005350072063,53.94648739879513,Decreasing,Normal,Low,Occasional,0.1435690067799778,Chupacabra
1542,344.8563528468581,Forested,Mixed Forests,244.4349226474941,19.961967809934464,71.97975799400378,Increasing,Normal,Moderate,,0.0742413898361958,Thunderbird
631,192.7699387015737,,Coniferous Forests,389.8516461339378,2.623572638776629,75.00748220664164,Increasing,Normal,None,None,0.2753047879660957,Ropen
678,228.77682725274943,Forested,Mixed Forests,105.46546647351563,13.104031778853225,73.60356046789465,No Effect,Normal,Low,,0.1793141793480565,Sasquatch
209,218.98780788222612,Desert,Grasslands,405.9519948093305,13.85472185536664,48.3583431906719,,Normal,Low,Occasional,,Chupacabra
700,,Plains,Grasslands,452.0046466854325,4.429897855343764,75.72183585623061,No Effect,,High,Occasional,0.3446241708370035,Thunderbird
140,178.40320365384514,Mountainous,Coniferous Forests,271.27850585677373,8.987797667668428,65.78231745754955,No Effect,Normal,Moderate,None,-0.5047956280677081,Wendigo
1244,213.7056859100923,Desert,Grasslands,98.47847772915112,19.536542993537815,42.498419148818606,No Effect,Abnormal,Moderate,Occasional,0.1304854264412678,Chupacabra
1414,339.78329684066864,Mountainous,Tundra Vegetation,311.827531692283,4.398385781565684,66.12325444675082,No Effect,Abnormal,Moderate,Occasional,,Sasquatch
862,297.8441115686659,Forested,Mixed Forests,400.1303310499404,14.566262871068655,71.18759612511961,No Effect,,High,Frequent,0.156661153589779,Sasquatch
1370,79.33354370672478,Desert,Desert Vegetation,177.47236514874285,24.87171120404762,,Decreasing,,Moderate,,0.1359048221928099,Chupacabra
910,201.41026393884343,,Mixed Forests,366.100359868594,5.096028323886554,76.77144839446628,No Effect,Abnormal,High,Occasional,0.0913351862386716,Wendigo
1080,67.91167641030158,Coastal,Grasslands,98.97687728659156,26.094598397273963,69.85876745601243,Increasing,Abnormal,Moderate,Occasional,-0.2333686826954862,Mothman
1105,214.36177430590607,Tundra,Grasslands,524.6392028607371,3.051738169789504,61.19056708315868,Decreasing,Normal,Low,None,,Yeti
1383,,Forested,Coniferous Forests,355.2974551251669,12.75965703306012,,Decreasing,Abnormal,Moderate,None,-0.1908737037688685,Banshee
930,249.7698803500741,Plains,Grasslands,485.2629054376458,22.53976903135933,56.08184272407152,No Effect,Normal,,Frequent,,Ropen
10,354.9934156312637,Forested,Mixed Forests,591.7109690457783,9.603535265117776,76.30552948506474,No Effect,Normal,None,Occasional,0.1249112173591079,Sasquatch
1073,13.679300512777582,,Cultivated Land,600.8694844258354,19.857189053147284,66.87882936706632,Decreasing,,Low,None,-0.1871320759325053,Banshee
282,257.04309120254305,Forested,Deciduous Forests,,10.257237919395193,,No Effect,Normal,Low,Occasional,0.1339918134644641,Sasquatch
291,39.53172321369024,Urban settlements,Cultivated Land,487.9578275558347,27.61716714256149,60.349822442861054,No Effect,Normal,Moderate,Occasional,-0.4902838285408064,Mothman
626,319.7248756647048,Forested,Coniferous Forests,517.2107965704454,11.061009954004202,92.20019215747756,,Abnormal,Moderate,None,0.0887162307805032,Sasquatch
1007,,Desert,Desert Vegetation,118.0975341229272,7.659780500849553,22.365267764332685,,,Low,,0.0425329995753673,Chupacabra
677,,Desert,Desert Vegetation,89.59481975972452,40.98568908332295,24.593169174647805,No Effect,Abnormal,None,Occasional,0.2918976112812335,Thunderbird
129,,Forested,Deciduous Forests,292.12593855539313,-2.878583006874952,66.8435103329611,,Normal,Moderate,Frequent,0.0436570315074035,Thunderbird
323,154.34968998022003,Mountainous,,379.17043670946566,5.99834520280852,72.64617605229124,Increasing,Normal,High,Frequent,0.1820823145896555,Thunderbird
901,160.34563968890637,Mountainous,Mixed Forests,,10.047783526276534,63.10825679479825,No Effect,,Moderate,Occasional,-0.6248937696855534,Wendigo
1094,347.6657676560674,Mountainous,Tundra Vegetation,680.4530540235414,1.7084127105084634,74.17855189178043,Increasing,Normal,High,Frequent,,Sasquatch
1374,215.3587866598779,Tundra,Coniferous Forests,213.9657056027596,-1.2611559629181737,47.670813208002606,Decreasing,Normal,High,,-0.0149612477080156,Yeti
1620,337.19928030473983,Forested,Deciduous Forests,418.48674081195054,5.583010230711191,81.57347514218922,No Effect,Normal,Moderate,Occasional,0.0584050329800205,Sasquatch
861,295.8592346733035,Desert,,174.62461999950253,24.59044538264694,14.3368361617376,Decreasing,Normal,Moderate,None,0.0624102626743279,Chupacabra
679,34.4779579483818,Coastal,Grasslands,182.9589836637016,27.0965906793694,70.7570215710801,Decreasing,Normal,High,,-0.5466352530863219,Jersey Devil
873,42.38388537194912,Coastal,Deciduous Forests,294.8423587042301,18.024761422465023,75.82415536955948,Decreasing,Abnormal,Moderate,None,-0.5323632576375452,Jersey Devil
1114,42.42153380155934,Forested,Deciduous Forests,186.76440105804005,16.30800456182378,81.5750107006079,Increasing,,Moderate,Frequent,,Mothman
158,169.61328108121847,Mountainous,Coniferous Forests,534.9625684775458,15.86504031297571,80.53392897791856,Decreasing,Normal,None,Occasional,0.1692165025949193,Ropen
765,,Swamp,Deciduous Forests,224.42727791509571,23.15051797892925,87.15306398025663,,Normal,Moderate,Occasional,-0.6129746868202688,Jersey Devil
634,,Coastal,Grasslands,226.88279056100112,24.5510317557927,71.7289953115448,No Effect,Normal,Moderate,None,0.5471203385396302,Thunderbird
516,201.2299233036278,Mountainous,Coniferous Forests,620.645986001674,0.6355601750732518,67.65267778205667,,Normal,High,None,0.0604577154077025,Sasquatch
1237,113.73335933051764,Desert,,231.36286389991068,,57.391420684156586,No Effect,Abnormal,None,Occasional,0.0687072982430919,Chupacabra
597,55.45621121002868,Plains,Mixed Forests,158.3647931466392,23.022992959158465,66.05300785315804,Decreasing,Normal,Low,Occasional,-0.102276234333172,Mothman
195,321.5246125121107,Mountainous,Tundra Vegetation,386.662421764412,2.167814600520844,48.89967260865217,Increasing,Normal,Low,None,,Ropen
1432,314.6795019972038,Coastal,Mangroves,381.1175602823936,26.261805104985964,,No Effect,Normal,Moderate,,0.1563002478461611,Thunderbird
1036,258.5462374932279,Mountainous,Coniferous Forests,276.86832632269704,2.778305382770819,73.37050776848031,Increasing,Normal,None,Occasional,0.1834650187201932,Ropen
410,168.0444238968068,Tundra,Tundra Vegetation,553.6371588879549,0.3514153902217671,61.76105817115318,Decreasing,,High,Occasional,-0.0628093738079201,Yeti
96,153.38822774166596,Mountainous,Tundra Vegetation,408.6234388099413,5.989417980605083,73.71641410480659,No Effect,Normal,Low,Occasional,,Ropen
1675,,Urban settlements,Deciduous Forests,84.46950600250594,17.69138118576098,60.3597631438396,No Effect,Abnormal,High,Occasional,-0.2669863799445021,Mothman
736,209.40737325845717,Mountainous,Coniferous Forests,,-2.524459097362864,86.59750560216987,Decreasing,Normal,Moderate,None,0.2566233546799686,Ropen
156,257.221592578182,Plains,Grasslands,235.4225923696073,19.034400851135107,69.81161682949197,Increasing,Normal,Moderate,,,Thunderbird
419,,,Coniferous Forests,166.61321714259836,1.719446894927808,83.64698312943995,Increasing,Abnormal,High,Occasional,0.0797667617126169,Sasquatch
943,363.0521717746509,Plains,Grasslands,314.8944432164068,21.156365924314382,51.82768962353396,Increasing,Normal,Low,Frequent,0.6228274169151176,Thunderbird
477,254.93429357985167,Forested,Deciduous Forests,159.8921828887789,23.51144409889304,89.69886092087472,Decreasing,Abnormal,Moderate,Frequent,0.2381581455455483,Ropen
809,127.70944382994644,Swamp,Deciduous Forests,380.4795250477372,16.83197634481516,80.94037308219181,,Normal,Moderate,Frequent,0.1827107488475528,Ropen
668,299.29563579989923,Plains,,150.21963953136964,15.853182576019243,93.470656881578,No Effect,Abnormal,Moderate,Occasional,,Sasquatch
1049,68.25755014414608,Mountainous,Grasslands,330.4067869461008,19.365932783033045,51.10871443864322,,Normal,High,Frequent,-0.2042081136948102,Mothman
855,203.56971677760805,Forested,Coniferous Forests,178.79431839538148,2.733239449903057,61.98716827716687,Decreasing,Normal,High,,0.0863691603053988,Chupacabra
1131,40.82598563276689,Urban settlements,Cultivated Land,162.47876327072677,30.3659495313746,62.19369605080899,No Effect,Abnormal,High,Occasional,,Mothman
447,,Forested,Mixed Forests,,12.370122317040174,77.96930186768793,Decreasing,Normal,High,None,-0.0892563590578156,Banshee
1423,203.3632967121114,Tundra,Grasslands,304.2089424572981,,69.74991952484052,No Effect,,Low,,,Yeti
178,,,Coniferous Forests,141.55266435994517,6.368476064402488,67.82658786346398,Increasing,Normal,High,Occasional,,Yeti
390,37.777894465803286,Plains,Deciduous Forests,87.90708766539643,23.87642850288244,48.66069383157961,Decreasing,Normal,High,Occasional,-0.5882170268528362,Jersey Devil
578,244.8030116655557,Mountainous,Mixed Forests,293.5365085411493,5.47616263988143,80.3170718463931,No Effect,Normal,Low,Occasional,0.0183784822645203,Yeti
781,43.18000310336575,Swamp,Mangroves,177.74329165836534,27.60732273066993,78.63907585322056,No Effect,Normal,High,Occasional,-0.5915284707404215,Jersey Devil
1488,331.7679711819854,Mountainous,,388.3360945808543,-0.4238586309774841,62.83233160056968,Increasing,,Low,Frequent,0.2618571563859496,Thunderbird
984,,,Cultivated Land,684.612647568931,24.53599378186201,55.55771698086885,Decreasing,Abnormal,High,None,-0.2783877795115762,Mothman
1433,30.992691922513792,Forested,Deciduous Forests,357.41839589518594,,72.35417806037096,No Effect,,High,None,-0.3132409378215623,Banshee
1652,28.58990719302236,Urban settlements,Cultivated Land,188.9934308670935,30.67424583220833,53.50626762332749,No Effect,Abnormal,High,Frequent,,Banshee
889,212.1390407989208,Desert,,336.08513007540387,36.300251524084906,12.285153239453706,No Effect,Abnormal,Low,None,0.094128033927555,Chupacabra
1185,351.66999155704013,,Tundra Vegetation,576.6297219793938,,61.63629728684885,No Effect,Normal,Low,None,0.1544834942146718,Sasquatch
841,115.82356357628652,Forested,Deciduous Forests,269.55404481039614,16.484460226449844,57.71427675888184,,Normal,High,Frequent,0.2258666526838052,Thunderbird
664,239.21448227867225,Mountainous,Mixed Forests,,11.578634249557505,63.54907991365535,No Effect,Abnormal,,Frequent,0.3676728582381074,Thunderbird
142,42.19170193505969,Coastal,Grasslands,444.74177413213465,,68.29144967375287,No Effect,Abnormal,Low,Frequent,-0.2132825996679828,Mothman
1317,51.74794003854237,Forested,Coniferous Forests,308.8957027511563,-2.7000801189383665,66.9537432817048,Increasing,Normal,High,Frequent,-0.4095206021734775,Mothman
1730,67.54931209181989,Desert,Desert Vegetation,,2.552777055801388,22.417439221584225,No Effect,Normal,Moderate,,0.1491822255502992,Chupacabra
1295,44.20443582182986,Forested,Coniferous Forests,58.250087749403214,15.3588350337328,,No Effect,Normal,High,None,-0.1097978642614122,Jersey Devil
636,336.36792082959886,Forested,,552.0573461867169,19.213100307543783,63.058719919765664,Increasing,Abnormal,Low,Frequent,0.0537187207514588,Sasquatch
1217,154.52032805328022,Mountainous,Tundra Vegetation,437.0716153391585,16.409742612534686,73.42386630788846,Increasing,Abnormal,None,None,0.0464417108185313,Chupacabra
869,288.41964663760524,,,365.2321681273088,13.457415224430283,92.9986435296494,No Effect,Abnormal,Moderate,Occasional,0.1248928556781908,Sasquatch
615,242.78125611260012,,Mixed Forests,,,67.91677465215338,No Effect,Normal,Low,Frequent,0.1653489535094295,Ropen
294,203.896100714344,,Tundra Vegetation,321.50245125216816,3.330133421199124,59.39986337038712,,Abnormal,,Frequent,0.0059505614433937,Yeti
722,181.27714925528676,Forested,Coniferous Forests,64.61417201709966,13.037860819476016,75.36719195772724,No Effect,Abnormal,Moderate,None,-0.6242151215394073,Wendigo
1651,84.30254607767401,Forested,Mixed Forests,201.5276441749828,22.78449215844413,73.45016119799875,Decreasing,Abnormal,Low,Occasional,-0.3409296990978573,Mothman
88,157.6278064931118,Plains,Cultivated Land,,13.985886080219151,47.18015884467658,Increasing,Normal,Moderate,None,0.3629784560122709,Thunderbird
41,,Forested,Deciduous Forests,376.09436754542907,11.806243635558095,75.59087450301627,No Effect,Abnormal,,Occasional,,Wendigo
1679,,Forested,Deciduous Forests,197.27445258250205,,69.57172686176386,No Effect,Abnormal,,Occasional,-0.4801530964798132,Mothman
131,,Mountainous,Grasslands,205.15306574660696,11.35170981713481,76.26497246171175,,Abnormal,None,Frequent,0.1333657223687224,Sasquatch
